house_number,area,usage_kwh,total_bill
42465,Rural,242,57.63
42467,Rural,374,115.18
42471,Rural,526,193.62
42483,Rural,150,32.7
42491,Rural,563,212.71
42498,Rural,111,24.2
42500,Rural,329,91.96
42504,Rural,194,42.29
42513,Rural,76,16.57
42521,Rural,398,127.57
42529,Rural,344,99.7
42534,Rural,381,118.8
42535,Rural,319,86.8
42538,Rural,574,218.38
42541,Rural,184,40.11
42545,Rural,219,49.95
42546,Rural,519,190.0
42548,Rural,511,185.88
42549,Rural,148,32.26
42554,Rural,387,121.89
42555,Rural,485,172.46
42567,Rural,122,26.6
42577,Rural,209,46.61
42581,Rural,270,66.98
42590,Rural,70,15.26
42603,Rural,454,156.46
42607,Rural,111,24.2
42608,Rural,430,144.08
42613,Rural,609,236.71
42615,Rural,194,42.29
42620,Rural,213,47.94
42632,Rural,315,84.74
42644,Rural,441,149.76
42646,Rural,505,182.78
42648,Rural,186,40.55
42650,Rural,132,28.78
42654,Rural,344,99.7
42659,Rural,571,216.84
42662,Rural,541,201.36
42665,Rural,641,254.19
42672,Rural,510,185.36
42677,Rural,84,18.31
42681,Rural,287,72.66
42690,Rural,386,121.38
42701,Rural,266,65.64
42708,Rural,409,133.24
42719,Rural,459,159.04
42725,Rural,148,32.26
42726,Rural,97,21.15
42739,Rural,612,238.35
42748,Rural,493,176.59
42759,Rural,429,143.56
42762,Rural,182,39.68
42767,Rural,233,54.62
42773,Rural,510,185.36
42782,Rural,381,118.8
42784,Rural,388,122.41
42786,Rural,338,96.61
42790,Rural,351,103.32
42797,Rural,601,232.35
42809,Rural,301,77.52
42821,Rural,544,202.9
42828,Rural,340,97.64
42839,Rural,614,239.44
42847,Rural,431,144.6
42849,Rural,355,105.38
42850,Rural,542,201.87
42857,Rural,216,48.94
42858,Rural,174,37.93
42859,Rural,367,111.57
42863,Rural,364,110.02
42864,Rural,465,162.14
42866,Rural,354,104.86
42867,Rural,269,66.65
42870,Rural,338,96.61
42878,Rural,618,241.63
42886,Rural,50,10.9
42893,Rural,448,153.37
42895,Rural,94,20.49
42904,Rural,567,214.77
42916,Rural,543,202.39
42917,Rural,397,127.05
42918,Rural,76,16.57
42935,Rural,119,25.94
42946,Rural,427,142.53
42956,Rural,126,27.47
42960,Rural,148,32.26
42962,Rural,395,126.02
42968,Rural,438,148.21
42969,Rural,460,159.56
42974,Rural,386,121.38
42980,Rural,438,148.21
42986,Rural,649,258.55
42990,Rural,627,246.54
42994,Rural,220,50.28
42998,Rural,100,21.8
43004,Rural,287,72.66
43028,Rural,346,100.74
43040,Rural,561,211.68
43043,Rural,316,85.26
43047,Rural,205,45.27
43051,Rural,233,54.62
43054,Rural,219,49.95
43059,Rural,267,65.98
43060,Rural,253,61.3
43064,Rural,453,155.95
43078,Rural,561,211.68
43081,Rural,146,31.83
43082,Rural,333,94.03
43084,Rural,143,31.17
43088,Rural,399,128.08
43090,Rural,554,208.06
43093,Rural,596,229.74
43094,Rural,386,121.38
43103,Rural,416,136.86
43106,Rural,169,36.84
43108,Rural,418,137.89
43115,Rural,68,14.82
43135,Rural,270,66.98
43139,Rural,547,204.45
43140,Rural,259,63.31
43144,Rural,626,246.0
43145,Rural,495,177.62
43147,Rural,221,50.61
43154,Rural,480,169.88
43155,Rural,636,251.46
43156,Rural,65,14.17
43163,Rural,391,123.96
43172,Rural,554,208.06
43177,Rural,326,90.42
43182,Rural,362,108.99
43191,Rural,395,126.02
43192,Rural,391,123.96
43202,Rural,620,242.72
43208,Rural,195,42.51
43211,Rural,332,93.51
43214,Rural,620,242.72
43217,Rural,584,223.54
43221,Rural,154,33.57
43232,Rural,151,32.92
43248,Rural,628,247.09
43250,Rural,184,40.11
43252,Rural,469,164.2
43255,Rural,277,69.32
43257,Rural,386,121.38
43264,Rural,177,38.59
43265,Rural,196,42.73
43268,Rural,261,63.97
43270,Rural,551,206.52
43271,Rural,436,147.18
43275,Rural,538,199.81
43279,Rural,319,86.8
43310,Rural,533,197.23
43313,Rural,343,99.19
43321,Rural,123,26.81
43322,Rural,254,61.64
43333,Rural,597,230.25
43348,Rural,506,183.3
43353,Rural,626,246.0
43364,Rural,445,151.82
43367,Rural,439,148.72
43371,Rural,572,217.35
43378,Rural,266,65.64
43379,Rural,286,72.32
43382,Rural,604,233.98
43385,Rural,432,145.11
43396,Rural,387,121.89
43400,Rural,345,100.22
43401,Rural,118,25.72
43402,Rural,346,100.74
43404,Rural,52,11.34
43411,Rural,61,13.3
43412,Rural,609,236.71
43413,Rural,534,197.74
43415,Rural,50,10.9
43419,Rural,454,156.46
43421,Rural,586,224.58
43427,Rural,486,172.98
43428,Rural,468,163.69
43440,Rural,254,61.64
43445,Rural,622,243.81
43451,Rural,55,11.99
43453,Rural,286,72.32
43454,Rural,171,37.28
43455,Rural,112,24.42
43456,Rural,176,38.37
43457,Rural,425,141.5
43459,Rural,55,11.99
43461,Rural,484,171.94
43463,Rural,521,191.04
43464,Rural,186,40.55
43466,Rural,239,56.63
43471,Rural,473,166.27
43473,Rural,503,181.75
43475,Rural,308,81.13
43478,Rural,186,40.55
43480,Rural,552,207.03
43497,Rural,579,220.96
43506,Rural,595,229.22
43509,Rural,426,142.02
43511,Rural,292,74.33
43516,Rural,449,153.88
43525,Rural,178,38.8
43526,Rural,53,11.55
43528,Rural,455,156.98
43529,Rural,428,143.05
43532,Rural,442,150.27
43538,Rural,83,18.09
43547,Rural,161,35.1
43548,Rural,139,30.3
43549,Rural,385,120.86
43554,Rural,130,28.34
43555,Rural,516,188.46
43561,Rural,64,13.95
43567,Rural,250,60.3
43568,Rural,417,137.37
43578,Rural,634,250.36
43589,Rural,106,23.11
43592,Rural,427,142.53
43609,Rural,200,43.6
43613,Rural,531,196.2
43617,Rural,179,39.02
43623,Rural,309,81.64
43628,Rural,570,216.32
43632,Rural,407,132.21
43637,Rural,545,203.42
43638,Rural,589,226.12
43647,Rural,157,34.23
43648,Rural,178,38.8
43652,Rural,235,55.29
43654,Rural,488,174.01
43663,Rural,153,33.35
43665,Rural,320,87.32
43668,Rural,183,39.89
43672,Rural,280,70.32
43678,Rural,290,73.66
43682,Rural,648,258.01
43683,Rural,61,13.3
43708,Rural,304,79.06
43721,Rural,160,34.88
43726,Rural,142,30.96
43736,Rural,523,192.07
43749,Rural,97,21.15
43758,Rural,216,48.94
43762,Rural,502,181.23
43766,Rural,405,131.18
43792,Rural,637,252.0
43793,Rural,467,163.17
43797,Rural,600,231.8
43814,Rural,603,233.44
43818,Rural,421,139.44
43831,Rural,359,107.44
43832,Rural,576,219.42
43833,Rural,228,52.95
43840,Rural,280,70.32
43841,Rural,405,131.18
43849,Rural,311,82.68
43850,Rural,158,34.44
43862,Rural,498,179.17
43863,Rural,491,175.56
43872,Rural,348,101.77
43873,Rural,56,12.21
43876,Rural,295,75.33
43878,Rural,362,108.99
43882,Rural,238,56.29
43885,Rural,391,123.96
43888,Rural,648,258.01
43897,Rural,204,44.94
43899,Rural,643,255.28
43905,Rural,352,103.83
43909,Rural,317,85.77
43910,Rural,139,30.3
43915,Rural,561,211.68
43917,Rural,278,69.65
43918,Rural,565,213.74
43921,Rural,297,76.0
43924,Rural,392,124.47
43931,Rural,473,166.27
43935,Rural,312,83.19
43937,Rural,649,258.55
43946,Rural,103,22.45
43948,Rural,393,124.99
43949,Rural,488,174.01
43952,Rural,567,214.77
43953,Rural,142,30.96
43956,Rural,591,227.16
43970,Rural,456,157.5
43971,Rural,593,228.19
43974,Rural,341,98.16
43975,Rural,268,66.31
43976,Rural,312,83.19
43978,Rural,198,43.16
43979,Rural,412,134.79
43982,Rural,546,203.94
43985,Rural,290,73.66
43987,Rural,64,13.95
43992,Rural,152,33.14
43993,Rural,547,204.45
44005,Rural,344,99.7
44010,Rural,50,10.9
44028,Rural,508,184.33
44030,Rural,67,14.61
44034,Rural,299,76.67
44035,Rural,371,113.64
44037,Rural,406,131.7
44042,Rural,95,20.71
44043,Rural,362,108.99
44045,Rural,179,39.02
44054,Rural,339,97.12
44055,Rural,578,220.45
44062,Rural,368,112.09
44069,Rural,100,21.8
44070,Rural,97,21.15
44071,Rural,419,138.4
44073,Rural,262,64.31
44074,Rural,381,118.8
44079,Rural,586,224.58
44095,Rural,362,108.99
44098,Rural,167,36.41
44106,Rural,418,137.89
44107,Rural,357,106.41
44109,Rural,278,69.65
44111,Rural,594,228.7
44113,Rural,449,153.88
44121,Rural,449,153.88
44125,Rural,217,49.28
44134,Rural,485,172.46
44140,Rural,466,162.66
44149,Rural,63,13.73
44158,Rural,209,46.61
44159,Rural,473,166.27
44167,Rural,134,29.21
44176,Rural,611,237.81
44183,Rural,218,49.61
44185,Rural,614,239.44
44187,Rural,53,11.55
44189,Rural,283,71.32
44190,Rural,559,210.64
44200,Rural,276,68.98
44205,Rural,510,185.36
44220,Rural,217,49.28
44222,Rural,624,244.9
44233,Rural,396,126.54
44239,Rural,451,154.92
44243,Rural,134,29.21
44246,Rural,101,22.02
44250,Rural,384,120.34
44257,Rural,441,149.76
44264,Rural,570,216.32
44265,Rural,523,192.07
44268,Rural,88,19.18
44278,Rural,198,43.16
44279,Rural,114,24.85
44281,Rural,205,45.27
44282,Rural,582,222.51
44283,Rural,296,75.66
44284,Rural,135,29.43
44286,Rural,534,197.74
44292,Rural,178,38.8
44298,Rural,618,241.63
44299,Rural,210,46.94
44300,Rural,267,65.98
44304,Rural,337,96.09
44324,Rural,259,63.31
44326,Rural,596,229.74
44327,Rural,349,102.28
44331,Rural,539,200.32
44339,Rural,515,187.94
44342,Rural,522,191.55
44343,Rural,454,156.46
44353,Rural,305,79.58
44357,Rural,71,15.48
44358,Rural,314,84.22
44361,Rural,270,66.98
44362,Rural,354,104.86
44366,Rural,559,210.64
44368,Rural,129,28.12
44371,Rural,73,15.91
44372,Rural,184,40.11
44373,Rural,602,232.89
44379,Rural,273,67.98
44388,Rural,375,115.7
44390,Rural,85,18.53
44391,Rural,534,197.74
44400,Rural,618,241.63
44401,Rural,240,56.96
44427,Rural,91,19.84
44433,Rural,576,219.42
44434,Rural,524,192.58
44435,Rural,239,56.63
44439,Rural,188,40.98
44440,Rural,199,43.38
44447,Rural,634,250.36
44448,Rural,531,196.2
44449,Rural,234,54.96
44451,Rural,553,207.55
44459,Rural,618,241.63
44461,Rural,566,214.26
44473,Rural,111,24.2
44474,Rural,521,191.04
44476,Rural,379,117.76
44478,Rural,151,32.92
44489,Rural,248,59.63
44492,Rural,484,171.94
44499,Rural,53,11.55
44504,Rural,356,105.9
44508,Rural,259,63.31
44509,Rural,459,159.04
44520,Rural,521,191.04
44522,Rural,594,228.7
44525,Rural,412,134.79
44526,Rural,493,176.59
44532,Rural,272,67.65
44541,Rural,361,108.48
44543,Rural,300,77.0
44558,Rural,293,74.66
44559,Rural,294,75.0
44560,Rural,192,41.86
44561,Rural,578,220.45
44564,Rural,616,240.54
44567,Rural,60,13.08
44577,Rural,225,51.95
44580,Rural,183,39.89
44582,Rural,477,168.33
44594,Rural,444,151.3
44597,Rural,398,127.57
44598,Rural,499,179.68
44606,Rural,200,43.6
44608,Rural,586,224.58
44609,Rural,187,40.77
44611,Rural,416,136.86
44614,Rural,74,16.13
44615,Rural,68,14.82
44618,Rural,257,62.64
44623,Rural,206,45.6
44625,Rural,119,25.94
44626,Rural,368,112.09
44630,Rural,496,178.14
44638,Rural,425,141.5
44640,Rural,490,175.04
44643,Rural,575,218.9
44645,Rural,308,81.13
44646,Rural,171,37.28
44647,Rural,211,47.27
44649,Rural,326,90.42
44650,Rural,476,167.82
44651,Rural,249,59.97
44659,Rural,536,198.78
44665,Rural,146,31.83
44668,Rural,420,138.92
44673,Rural,511,185.88
44675,Rural,588,225.61
44677,Rural,399,128.08
44680,Rural,594,228.7
44681,Rural,393,124.99
44682,Rural,151,32.92
44683,Rural,451,154.92
44689,Rural,229,53.29
44693,Rural,644,255.82
44699,Rural,203,44.6
44713,Rural,65,14.17
44716,Rural,369,112.6
44717,Rural,305,79.58
44721,Rural,352,103.83
44724,Rural,152,33.14
44727,Rural,479,169.36
44730,Rural,310,82.16
44734,Rural,293,74.66
44739,Rural,639,253.09
44745,Rural,487,173.49
44747,Rural,282,70.99
44754,Rural,608,236.17
44757,Rural,396,126.54
44760,Rural,441,149.76
44761,Rural,234,54.96
44764,Rural,531,196.2
44776,Rural,464,161.62
44779,Rural,537,199.29
44781,Rural,64,13.95
44784,Rural,422,139.95
44785,Rural,650,259.1
44789,Rural,418,137.89
44792,Rural,286,72.32
44794,Rural,340,97.64
44796,Rural,568,215.29
44801,Rural,529,195.16
44809,Rural,71,15.48
44810,Rural,395,126.02
44812,Rural,158,34.44
44814,Rural,89,19.4
44817,Rural,484,171.94
44818,Rural,533,197.23
44820,Rural,88,19.18
44833,Rural,150,32.7
44835,Rural,195,42.51
44836,Rural,536,198.78
44837,Rural,316,85.26
44840,Rural,122,26.6
44842,Rural,577,219.93
44843,Rural,106,23.11
44846,Rural,463,161.11
44858,Rural,325,89.9
44860,Rural,96,20.93
44862,Rural,645,256.37
44864,Rural,151,32.92
44865,Rural,104,22.67
44872,Rural,408,132.73
44876,Rural,468,163.69
44877,Rural,416,136.86
44886,Rural,144,31.39
44888,Rural,93,20.27
44894,Rural,88,19.18
44897,Rural,503,181.75
44898,Rural,459,159.04
44900,Rural,98,21.36
44903,Rural,295,75.33
44909,Rural,341,98.16
44914,Rural,604,233.98
44917,Rural,413,135.31
44920,Rural,452,155.43
44921,Rural,390,123.44
44930,Rural,275,68.65
44932,Rural,401,129.12
44936,Rural,466,162.66
44941,Rural,134,29.21
44944,Rural,431,144.6
44948,Rural,372,114.15
44952,Rural,150,32.7
44961,Rural,125,27.25
44965,Rural,105,22.89
44971,Rural,395,126.02
44975,Rural,150,32.7
44981,Rural,163,35.53
44985,Rural,426,142.02
44991,Rural,562,212.19
44994,Rural,403,130.15
44997,Rural,591,227.16
44998,Rural,552,207.03
45010,Rural,104,22.67
45017,Rural,102,22.24
45023,Rural,361,108.48
45025,Rural,371,113.64
45034,Rural,588,225.61
45036,Rural,359,107.44
45045,Rural,390,123.44
45054,Rural,422,139.95
45067,Rural,132,28.78
45086,Rural,428,143.05
45090,Rural,284,71.66
45091,Rural,641,254.19
45093,Rural,540,200.84
45094,Rural,647,257.46
45117,Rural,111,24.2
45119,Rural,277,69.32
45125,Rural,92,20.06
45133,Rural,202,44.27
45137,Rural,198,43.16
45155,Rural,622,243.81
45162,Rural,51,11.12
45165,Rural,484,171.94
45180,Rural,625,245.45
45190,Rural,569,215.8
45192,Rural,336,95.58
45194,Rural,173,37.71
45200,Rural,120,26.16
45203,Rural,621,243.27
45205,Rural,273,67.98
45213,Rural,571,216.84
45214,Rural,335,95.06
45215,Rural,273,67.98
45227,Rural,583,223.03
45230,Rural,541,201.36
45233,Rural,152,33.14
45234,Rural,272,67.65
45237,Rural,175,38.15
45238,Rural,443,150.79
45241,Rural,149,32.48
45243,Rural,606,235.08
45255,Rural,558,210.13
45258,Rural,203,44.6
45264,Rural,264,64.98
45277,Rural,111,24.2
45278,Rural,189,41.2
45281,Rural,59,12.86
45283,Rural,281,70.65
45285,Rural,268,66.31
45298,Rural,596,229.74
45312,Rural,337,96.09
45313,Rural,623,244.36
45315,Rural,224,51.62
45320,Rural,398,127.57
45323,Rural,254,61.64
45324,Rural,489,174.52
45332,Rural,255,61.97
45335,Rural,122,26.6
45338,Rural,106,23.11
45340,Rural,439,148.72
45341,Rural,556,209.1
45343,Rural,272,67.65
45348,Rural,340,97.64
45349,Rural,507,183.81
45356,Rural,84,18.31
45358,Rural,558,210.13
45369,Rural,391,123.96
45385,Rural,586,224.58
45386,Rural,430,144.08
45402,Rural,259,63.31
45407,Rural,99,21.58
45409,Rural,242,57.63
45410,Rural,177,38.59
45411,Rural,416,136.86
45423,Rural,311,82.68
45426,Rural,210,46.94
45432,Rural,428,143.05
45433,Rural,431,144.6
45438,Rural,588,225.61
45445,Rural,553,207.55
45448,Rural,148,32.26
45458,Rural,132,28.78
45459,Rural,272,67.65
45471,Rural,539,200.32
45472,Rural,156,34.01
45483,Rural,351,103.32
45484,Rural,300,77.0
45485,Rural,210,46.94
45489,Rural,260,63.64
45492,Rural,50,10.9
45501,Rural,477,168.33
45507,Rural,474,166.78
45511,Rural,436,147.18
45514,Rural,506,183.3
45516,Rural,163,35.53
45517,Rural,102,22.24
45520,Rural,101,22.02
45523,Rural,427,142.53
45524,Rural,503,181.75
45531,Rural,481,170.4
45533,Rural,500,180.2
45544,Rural,270,66.98
45549,Rural,451,154.92
45551,Rural,297,76.0
45554,Rural,584,223.54
45555,Rural,95,20.71
45565,Rural,462,160.59
45567,Rural,256,62.3
45569,Rural,378,117.25
45571,Rural,192,41.86
45574,Rural,294,75.0
45577,Rural,177,38.59
45578,Rural,365,110.54
45581,Rural,112,24.42
45582,Rural,555,208.58
45587,Rural,323,88.87
45602,Rural,357,106.41
45608,Rural,242,57.63
45613,Rural,182,39.68
45628,Rural,627,246.54
45630,Rural,101,22.02
45635,Rural,505,182.78
45642,Rural,322,88.35
45647,Rural,456,157.5
45653,Rural,166,36.19
45655,Rural,184,40.11
45661,Rural,478,168.85
45663,Rural,222,50.95
45668,Rural,114,24.85
45679,Rural,231,53.95
45681,Rural,646,256.92
45689,Rural,482,170.91
45696,Rural,164,35.75
45699,Rural,379,117.76
45706,Rural,52,11.34
45707,Rural,188,40.98
45716,Rural,275,68.65
45723,Rural,612,238.35
45728,Rural,351,103.32
45735,Rural,574,218.38
45739,Rural,99,21.58
45740,Rural,491,175.56
45745,Rural,429,143.56
45746,Rural,315,84.74
45748,Rural,574,218.38
45754,Rural,79,17.22
45756,Rural,588,225.61
45774,Rural,77,16.79
45778,Rural,144,31.39
45783,Rural,504,182.26
45786,Rural,584,223.54
45788,Rural,558,210.13
45790,Rural,131,28.56
45801,Rural,109,23.76
45802,Rural,497,178.65
45810,Rural,349,102.28
45815,Rural,151,32.92
45816,Rural,538,199.81
45834,Rural,274,68.32
45835,Rural,409,133.24
45844,Rural,575,218.9
45863,Rural,287,72.66
45867,Rural,161,35.1
45869,Rural,475,167.3
45884,Rural,475,167.3
45888,Rural,154,33.57
45889,Rural,256,62.3
45902,Rural,59,12.86
45906,Rural,318,86.29
45910,Rural,309,81.64
45913,Rural,458,158.53
45919,Rural,514,187.42
45921,Rural,181,39.46
45929,Rural,256,62.3
45933,Rural,412,134.79
45943,Rural,535,198.26
45951,Rural,591,227.16
45956,Rural,151,32.92
45968,Rural,606,235.08
45969,Rural,410,133.76
45979,Rural,198,43.16
45984,Rural,514,187.42
45986,Rural,418,137.89
45988,Rural,378,117.25
45994,Rural,325,89.9
45997,Rural,365,110.54
46012,Rural,148,32.26
46022,Rural,374,115.18
46025,Rural,527,194.13
46027,Rural,262,64.31
46028,Rural,571,216.84
46036,Rural,320,87.32
46053,Rural,627,246.54
46058,Rural,559,210.64
46064,Rural,255,61.97
46078,Rural,432,145.11
46083,Rural,531,196.2
46086,Rural,360,107.96
46089,Rural,462,160.59
46091,Rural,508,184.33
46094,Rural,140,30.52
46096,Rural,503,181.75
46098,Rural,340,97.64
46112,Rural,592,227.67
46118,Rural,449,153.88
46122,Rural,197,42.95
46126,Rural,125,27.25
46127,Rural,65,14.17
46134,Rural,649,258.55
46137,Rural,53,11.55
46143,Rural,64,13.95
46144,Rural,169,36.84
46148,Rural,462,160.59
46149,Rural,583,223.03
46158,Rural,388,122.41
46160,Rural,254,61.64
46167,Rural,471,165.24
46180,Rural,607,235.62
46183,Rural,423,140.47
46185,Rural,358,106.93
46186,Rural,474,166.78
46188,Rural,502,181.23
46189,Rural,422,139.95
46196,Rural,547,204.45
46197,Rural,97,21.15
46199,Rural,370,113.12
46213,Rural,461,160.08
46219,Rural,481,170.4
46220,Rural,114,24.85
46225,Rural,305,79.58
46226,Rural,239,56.63
46229,Rural,338,96.61
46232,Rural,598,230.77
46236,Rural,630,248.18
46238,Rural,433,145.63
46239,Rural,467,163.17
46241,Rural,549,205.48
46246,Rural,296,75.66
46255,Rural,268,66.31
46259,Rural,95,20.71
46262,Rural,479,169.36
46264,Rural,602,232.89
46272,Rural,331,93.0
46281,Rural,554,208.06
46298,Rural,618,241.63
46306,Rural,632,249.27
46318,Rural,122,26.6
46335,Rural,628,247.09
46336,Rural,630,248.18
46338,Rural,330,92.48
46340,Rural,613,238.9
46354,Rural,646,256.92
46355,Rural,174,37.93
46362,Rural,176,38.37
46368,Rural,179,39.02
46371,Rural,524,192.58
46389,Rural,256,62.3
46390,Rural,155,33.79
46392,Rural,304,79.06
46398,Rural,649,258.55
46403,Rural,598,230.77
46406,Rural,326,90.42
46419,Rural,518,189.49
46426,Rural,228,52.95
46427,Rural,554,208.06
46429,Rural,520,190.52
46432,Rural,284,71.66
46433,Rural,442,150.27
46435,Rural,261,63.97
46441,Rural,215,48.61
46442,Rural,306,80.1
46445,Rural,293,74.66
46446,Rural,496,178.14
46450,Rural,260,63.64
46455,Rural,327,90.93
46463,Rural,143,31.17
46466,Rural,405,131.18
46472,Rural,586,224.58
46476,Rural,569,215.8
46479,Rural,282,70.99
46483,Rural,579,220.96
46493,Rural,418,137.89
46501,Rural,600,231.8
46506,Rural,322,88.35
46513,Rural,236,55.62
46514,Rural,535,198.26
46519,Rural,52,11.34
46525,Rural,555,208.58
46536,Rural,184,40.11
46537,Rural,378,117.25
46553,Rural,176,38.37
46555,Rural,314,84.22
46560,Rural,237,55.96
46573,Rural,323,88.87
46581,Rural,583,223.03
46604,Rural,404,130.66
46605,Rural,139,30.3
46608,Rural,469,164.2
46610,Rural,583,223.03
46616,Rural,619,242.17
46626,Rural,442,150.27
46627,Rural,390,123.44
46630,Rural,563,212.71
46631,Rural,626,246.0
46634,Rural,492,176.07
46635,Rural,297,76.0
46637,Rural,523,192.07
46638,Rural,295,75.33
46639,Rural,397,127.05
46640,Rural,456,157.5
46645,Rural,235,55.29
46649,Rural,189,41.2
46650,Rural,189,41.2
46651,Rural,632,249.27
46660,Rural,371,113.64
46665,Rural,441,149.76
46669,Rural,67,14.61
46678,Rural,343,99.19
46680,Rural,357,106.41
46681,Rural,194,42.29
46686,Rural,561,211.68
46688,Rural,381,118.8
46689,Rural,56,12.21
46698,Rural,382,119.31
46712,Rural,452,155.43
46713,Rural,312,83.19
46717,Rural,354,104.86
46726,Rural,52,11.34
46733,Rural,615,239.99
46734,Rural,425,141.5
46742,Rural,259,63.31
46745,Rural,169,36.84
46746,Rural,70,15.26
46757,Rural,143,31.17
46758,Rural,534,197.74
46759,Rural,394,125.5
46761,Rural,141,30.74
46763,Rural,537,199.29
46767,Rural,566,214.26
46770,Rural,242,57.63
46773,Rural,271,67.31
46775,Rural,367,111.57
46779,Rural,242,57.63
46781,Rural,158,34.44
46786,Rural,448,153.37
46793,Rural,569,215.8
46795,Rural,444,151.3
46796,Rural,408,132.73
46798,Rural,643,255.28
46803,Rural,488,174.01
46807,Rural,520,190.52
46815,Rural,155,33.79
46820,Rural,589,226.12
46822,Rural,240,56.96
46828,Rural,532,196.71
46830,Rural,437,147.69
46833,Rural,593,228.19
46835,Rural,451,154.92
46836,Rural,406,131.7
46838,Rural,356,105.9
46843,Rural,644,255.82
46847,Rural,528,194.65
46855,Rural,589,226.12
46858,Rural,259,63.31
46860,Rural,65,14.17
46866,Rural,448,153.37
46869,Rural,269,66.65
46875,Rural,281,70.65
46876,Rural,135,29.43
46879,Rural,281,70.65
46885,Rural,518,189.49
46887,Rural,73,15.91
46889,Rural,482,170.91
46906,Rural,553,207.55
46910,Rural,86,18.75
46922,Rural,628,247.09
46923,Rural,120,26.16
46926,Rural,315,84.74
46934,Rural,141,30.74
46936,Rural,398,127.57
46942,Rural,206,45.6
46943,Rural,77,16.79
46947,Rural,348,101.77
46952,Rural,392,124.47
46960,Rural,308,81.13
46962,Rural,151,32.92
46967,Rural,616,240.54
46968,Rural,93,20.27
46970,Rural,260,63.64
46974,Rural,336,95.58
46976,Rural,292,74.33
46983,Rural,411,134.28
46990,Rural,499,179.68
46993,Rural,354,104.86
46995,Rural,171,37.28
46998,Rural,397,127.05
47000,Rural,215,48.61
47006,Rural,515,187.94
47010,Rural,94,20.49
47016,Rural,399,128.08
47033,Rural,188,40.98
47035,Rural,267,65.98
47036,Rural,120,26.16
47039,Rural,529,195.16
47043,Rural,259,63.31
47044,Rural,529,195.16
47058,Rural,195,42.51
47064,Rural,107,23.33
47065,Rural,232,54.29
47071,Rural,264,64.98
47078,Rural,639,253.09
47079,Rural,97,21.15
47085,Rural,210,46.94
47089,Rural,435,146.66
47117,Rural,512,186.39
47131,Rural,615,239.99
47146,Rural,493,176.59
47150,Rural,157,34.23
47155,Rural,556,209.1
47156,Rural,399,128.08
47161,Rural,69,15.04
47163,Rural,287,72.66
47178,Rural,419,138.4
47179,Rural,321,87.84
47183,Rural,163,35.53
47185,Rural,188,40.98
47187,Rural,69,15.04
47195,Rural,616,240.54
47197,Rural,521,191.04
47201,Rural,472,165.75
47205,Rural,573,217.87
47221,Rural,139,30.3
47224,Rural,480,169.88
47227,Rural,542,201.87
47233,Rural,523,192.07
47236,Rural,556,209.1
47239,Rural,641,254.19
47241,Rural,433,145.63
47243,Rural,400,128.6
47247,Rural,268,66.31
47267,Rural,440,149.24
47272,Rural,575,218.9
47278,Rural,148,32.26
47281,Rural,489,174.52
47283,Rural,418,137.89
47291,Rural,478,168.85
47293,Rural,112,24.42
47295,Rural,380,118.28
47296,Rural,293,74.66
47299,Rural,314,84.22
47303,Rural,189,41.2
47310,Rural,548,204.97
47312,Rural,483,171.43
47313,Rural,577,219.93
47317,Rural,556,209.1
47319,Rural,359,107.44
47323,Rural,245,58.63
47337,Rural,145,31.61
47342,Rural,599,231.28
47345,Rural,541,201.36
47352,Rural,121,26.38
47354,Rural,626,246.0
47357,Rural,306,80.1
47365,Rural,189,41.2
47366,Rural,595,229.22
47372,Rural,260,63.64
47377,Rural,58,12.64
47382,Rural,388,122.41
47393,Rural,577,219.93
47398,Rural,118,25.72
47420,Rural,109,23.76
47424,Rural,555,208.58
47425,Rural,350,102.8
47429,Rural,573,217.87
47432,Rural,164,35.75
47433,Rural,364,110.02
47445,Rural,452,155.43
47450,Rural,637,252.0
47452,Rural,413,135.31
47464,Rural,559,210.64
47466,Rural,468,163.69
47473,Rural,531,196.2
47480,Rural,241,57.29
47484,Rural,630,248.18
47490,Rural,325,89.9
47504,Rural,603,233.44
47505,Rural,274,68.32
47507,Rural,381,118.8
47514,Rural,598,230.77
47525,Rural,139,30.3
47531,Rural,549,205.48
47539,Rural,569,215.8
47540,Rural,491,175.56
47544,Rural,482,170.91
47546,Rural,75,16.35
47552,Rural,597,230.25
47553,Rural,74,16.13
47554,Rural,267,65.98
47557,Rural,530,195.68
47560,Rural,179,39.02
47567,Rural,626,246.0
47573,Rural,222,50.95
47587,Rural,321,87.84
47588,Rural,257,62.64
47605,Rural,624,244.9
47606,Rural,472,165.75
47615,Rural,557,209.61
47623,Rural,147,32.05
47628,Rural,449,153.88
47635,Rural,540,200.84
47638,Rural,211,47.27
47648,Rural,101,22.02
47652,Rural,207,45.94
47657,Rural,530,195.68
47659,Rural,237,55.96
47669,Rural,183,39.89
47670,Rural,154,33.57
47680,Rural,440,149.24
47692,Rural,175,38.15
47697,Rural,472,165.75
47729,Rural,298,76.33
47730,Rural,429,143.56
47733,Rural,321,87.84
47738,Rural,337,96.09
47744,Rural,162,35.32
47751,Rural,291,73.99
47752,Rural,326,90.42
47755,Rural,75,16.35
47758,Rural,542,201.87
47774,Rural,175,38.15
47776,Rural,486,172.98
47778,Rural,274,68.32
47784,Rural,278,69.65
47787,Rural,617,241.08
47793,Rural,88,19.18
47794,Rural,271,67.31
47795,Rural,396,126.54
47796,Rural,146,31.83
